contrast,lower_population,higher_population,metric,common_seed_count,common_seeds,mean_difference,ci_low,ci_high,analysis_status,analysis_watermark
n3_minus_n2,2,3,action_parse_fail,3,"13100,13101,13102",3.0,2.0,4.0,complete,
n3_minus_n2,2,3,action_parse_skipped_inactive,3,"13100,13101,13102",61.0,-4.0,146.0,complete,
n3_minus_n2,2,3,environment_steps_completed,3,"13100,13101,13102",-3.0,-9.0,0.0,complete,
n3_minus_n2,2,3,agent_turns_submitted,3,"13100,13101,13102",191.0,173.0,200.0,complete,
n3_minus_n2,2,3,alive_agent_turns,3,"13100,13101,13102",179.66666666666666,142.0,200.0,complete,
n3_minus_n2,2,3,actionable_agent_turns,3,"13100,13101,13102",130.0,54.0,204.0,complete,
n3_minus_n2,2,3,alive_turn_fraction,3,"13100,13101,13102",-0.019700407213496234,-0.054101221640488695,0.0,complete,
n3_minus_n2,2,3,actionable_turn_fraction,3,"13100,13101,13102",-0.08857329842931938,-0.2433333333333333,0.04916666666666658,complete,
n3_minus_n2,2,3,requested_environment_steps,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n3_minus_n2,2,3,step_completion_fraction,3,"13100,13101,13102",-0.015000000000000013,-0.04500000000000004,0.0,complete,
n3_minus_n2,2,3,intentional_actionable_noops,3,"13100,13101,13102",-9.666666666666666,-20.0,-4.0,complete,
n3_minus_n2,2,3,parse_fallback_noops,3,"13100,13101,13102",3.0,2.0,4.0,complete,
n3_minus_n2,2,3,active_action_validation_fallback_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n3_minus_n2,2,3,active_residual_effective_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n3_minus_n2,2,3,inactive_billed_turns,3,"13100,13101,13102",61.0,-4.0,146.0,complete,
n3_minus_n2,2,3,inactive_effective_noops,3,"13100,13101,13102",61.0,-4.0,146.0,complete,
n3_minus_n2,2,3,canonical_submitted_noops,3,"13100,13101,13102",54.333333333333336,-20.0,144.0,complete,
n3_minus_n2,2,3,effective_environment_noops,3,"13100,13101,13102",54.333333333333336,-20.0,144.0,complete,
n3_minus_n2,2,3,executed_noops,3,"13100,13101,13102",54.333333333333336,-20.0,144.0,complete,
n3_minus_n2,2,3,input_tokens,3,"13100,13101,13102",1160852.6666666667,978685.0,1523345.0,complete,
n3_minus_n2,2,3,cached_input_tokens,3,"13100,13101,13102",326741.3333333333,297472.0,342272.0,complete,
n3_minus_n2,2,3,uncached_input_tokens,3,"13100,13101,13102",834111.3333333334,640048.0,1181073.0,complete,
n3_minus_n2,2,3,input_cache_fraction,3,"13100,13101,13102",-0.007764873169410713,-0.0427441972123056,0.022713403812443134,complete,
n3_minus_n2,2,3,output_tokens,3,"13100,13101,13102",123347.0,113984.0,132411.0,complete,
n3_minus_n2,2,3,reasoning_tokens,3,"13100,13101,13102",100848.33333333333,93104.0,105082.0,complete,
n3_minus_n2,2,3,total_tokens,3,"13100,13101,13102",1284199.6666666667,1092669.0,1655756.0,complete,
n3_minus_n2,2,3,model_call_count,3,"13100,13101,13102",191.0,173.0,200.0,complete,
n3_minus_n2,2,3,provider_request_count,3,"13100,13101,13102",191.0,173.0,200.0,complete,
n3_minus_n2,2,3,recovered_transport_retry_count,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n3_minus_n2,2,3,transport_error_count,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n3_minus_n2,2,3,summed_model_latency_seconds,3,"13100,13101,13102",955.3903258431625,828.2490141232847,1025.8109446574235,complete,
n3_minus_n2,2,3,input_tokens_per_submitted_turn,3,"13100,13101,13102",40.13484293193718,-617.8058333333329,740.4524999999994,complete,
n3_minus_n2,2,3,input_tokens_per_actionable_turn,3,"13100,13101,13102",754.6053965414261,434.13988721804526,1356.1693722466962,complete,
n3_minus_n2,2,3,total_tokens_per_submitted_turn,3,"13100,13101,13102",73.4026614310648,-598.2341666666671,789.3466666666673,complete,
n3_minus_n2,2,3,total_tokens_per_actionable_turn,3,"13100,13101,13102",855.8947553748254,495.04634787069244,1561.967147577092,complete,
n3_minus_n2,2,3,delivered_bytes,3,"13100,13101,13102",47065.0,37616.0,58032.0,complete,
n3_minus_n2,2,3,delivered_bytes_per_submitted_turn,3,"13100,13101,13102",63.86466404886562,45.629999999999995,84.44333333333333,complete,
n3_minus_n2,2,3,delivered_bytes_per_actionable_turn,3,"13100,13101,13102",78.99426172366583,70.8484022556391,89.36843577879449,complete,
n3_minus_n2,2,3,episode_wall_seconds,3,"13100,13101,13102",327.8526864880114,178.68853206606582,448.52920775697567,complete,
n3_minus_n2,2,3,mean_tick_wall_seconds,3,"13100,13101,13102",1.7624879132484301,1.270267637054058,2.2358567842448247,complete,
n4_minus_n2,2,4,paper_base_percent,3,"13100,13101,13102",3.2258066659172377,-1.843317598104477,8.294931054115295,complete,
n4_minus_n2,2,4,paper_coord_percent,3,"13100,13101,13102",7.127882540225983,6.28930851817131,8.176100626587868,complete,
n4_minus_n2,2,4,paper_total_percent,3,"13100,13101,13102",4.8758864402771,1.5957444906234741,7.712766155600548,complete,
n4_minus_n2,2,4,episode_return,3,"13100,13101,13102",6.091666666169961,-1.0749999955296516,13.799999997019768,complete,
n4_minus_n2,2,4,team_unique_base_achievements,3,"13100,13101,13102",7.0,4.0,10.0,complete,
n4_minus_n2,2,4,team_unique_coord_achievements,3,"13100,13101,13102",2.0,1.0,3.0,complete,
n4_minus_n2,2,4,team_unique_total_achievements,3,"13100,13101,13102",9.0,6.0,11.0,complete,
n4_minus_n2,2,4,summed_agent_base_achievements,3,"13100,13101,13102",21.0,16.0,27.0,complete,
n4_minus_n2,2,4,summed_agent_coord_achievements,3,"13100,13101,13102",5.333333333333333,4.0,6.0,complete,
n4_minus_n2,2,4,summed_agent_total_achievements,3,"13100,13101,13102",26.333333333333332,22.0,31.0,complete,
n4_minus_n2,2,4,coordination_attempts,3,"13100,13101,13102",6.666666666666667,-23.0,25.0,complete,
n4_minus_n2,2,4,coordination_resolved_attempts,3,"13100,13101,13102",7.333333333333333,-21.0,25.0,complete,
n4_minus_n2,2,4,coordination_successes,3,"13100,13101,13102",0.0,-4.0,3.0,complete,
n4_minus_n2,2,4,give_attempts,3,"13100,13101,13102",19.666666666666668,17.0,21.0,complete,
n4_minus_n2,2,4,successful_transfers,3,"13100,13101,13102",19.666666666666668,17.0,21.0,complete,
n4_minus_n2,2,4,requests,3,"13100,13101,13102",16.666666666666668,9.0,26.0,complete,
n4_minus_n2,2,4,revives,3,"13100,13101,13102",1.3333333333333333,0.0,4.0,complete,
n4_minus_n2,2,4,deaths,3,"13100,13101,13102",0.3333333333333333,0.0,1.0,complete,
n4_minus_n2,2,4,action_parse_rate,3,"13100,13101,13102",-0.00980446147568533,-0.01364918593545239,-0.00782033426183848,complete,
n4_minus_n2,2,4,action_parse_success,3,"13100,13101,13102",360.3333333333333,310.0,412.0,complete,
n4_minus_n2,2,4,action_parse_fail,3,"13100,13101,13102",9.333333333333334,7.0,13.0,complete,
n4_minus_n2,2,4,action_parse_skipped_inactive,3,"13100,13101,13102",30.333333333333332,-25.0,82.0,complete,
n4_minus_n2,2,4,environment_steps_completed,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n2,2,4,agent_turns_submitted,3,"13100,13101,13102",400.0,400.0,400.0,complete,
n4_minus_n2,2,4,alive_agent_turns,3,"13100,13101,13102",395.0,385.0,400.0,complete,
n4_minus_n2,2,4,actionable_agent_turns,3,"13100,13101,13102",369.6666666666667,318.0,425.0,complete,
n4_minus_n2,2,4,alive_turn_fraction,3,"13100,13101,13102",-0.006250000000000015,-0.018750000000000044,0.0,complete,
n4_minus_n2,2,4,actionable_turn_fraction,3,"13100,13101,13102",-0.01666666666666668,-0.10250000000000004,0.09499999999999997,complete,
n4_minus_n2,2,4,requested_environment_steps,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n2,2,4,step_completion_fraction,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n2,2,4,intentional_actionable_noops,3,"13100,13101,13102",1.0,-19.0,18.0,complete,
n4_minus_n2,2,4,parse_fallback_noops,3,"13100,13101,13102",9.333333333333334,7.0,13.0,complete,
n4_minus_n2,2,4,active_action_validation_fallback_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n2,2,4,active_residual_effective_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n2,2,4,inactive_billed_turns,3,"13100,13101,13102",30.333333333333332,-25.0,82.0,complete,
n4_minus_n2,2,4,inactive_effective_noops,3,"13100,13101,13102",30.333333333333332,-25.0,82.0,complete,
n4_minus_n2,2,4,canonical_submitted_noops,3,"13100,13101,13102",40.666666666666664,-31.0,94.0,complete,
n4_minus_n2,2,4,effective_environment_noops,3,"13100,13101,13102",40.666666666666664,-31.0,94.0,complete,
n4_minus_n2,2,4,executed_noops,3,"13100,13101,13102",40.666666666666664,-31.0,94.0,complete,
n4_minus_n2,2,4,input_tokens,3,"13100,13101,13102",2736666.3333333335,2497398.0,3003982.0,complete,
n4_minus_n2,2,4,cached_input_tokens,3,"13100,13101,13102",711424.0,706048.0,720384.0,complete,
n4_minus_n2,2,4,uncached_input_tokens,3,"13100,13101,13102",2025242.3333333333,1791350.0,2283598.0,complete,
n4_minus_n2,2,4,input_cache_fraction,3,"13100,13101,13102",-0.022806507686212157,-0.05131163008438555,-0.00029992473007428577,complete,
n4_minus_n2,2,4,output_tokens,3,"13100,13101,13102",261930.33333333334,257092.0,266415.0,complete,
n4_minus_n2,2,4,reasoning_tokens,3,"13100,13101,13102",211488.66666666666,206342.0,218343.0,complete,
n4_minus_n2,2,4,total_tokens,3,"13100,13101,13102",2998596.6666666665,2759682.0,3261074.0,complete,
n4_minus_n2,2,4,model_call_count,3,"13100,13101,13102",400.0,400.0,400.0,complete,
n4_minus_n2,2,4,provider_request_count,3,"13100,13101,13102",400.3333333333333,400.0,401.0,complete,
n4_minus_n2,2,4,recovered_transport_retry_count,3,"13100,13101,13102",0.3333333333333333,0.0,1.0,complete,
n4_minus_n2,2,4,transport_error_count,3,"13100,13101,13102",0.3333333333333333,0.0,1.0,complete,
n4_minus_n2,2,4,summed_model_latency_seconds,3,"13100,13101,13102",2371.2440971656274,2281.2017952173483,2508.306032839755,complete,
n4_minus_n2,2,4,input_tokens_per_submitted_turn,3,"13100,13101,13102",451.50124999999997,7.744999999999891,1057.2937499999998,complete,
n4_minus_n2,2,4,input_tokens_per_actionable_turn,3,"13100,13101,13102",606.5236031262463,485.61502039788866,780.2126949860722,complete,
n4_minus_n2,2,4,total_tokens_per_submitted_turn,3,"13100,13101,13102",507.2541666666666,61.006249999999454,1120.9724999999999,complete,
n4_minus_n2,2,4,total_tokens_per_actionable_turn,3,"13100,13101,13102",675.940844872683,493.4327906236349,903.4567479108628,complete,
n4_minus_n2,2,4,delivered_bytes,3,"13100,13101,13102",128506.0,114266.0,155745.0,complete,
n4_minus_n2,2,4,delivered_bytes_per_submitted_turn,3,"13100,13101,13102",136.04375000000002,117.23750000000001,164.925,complete,
n4_minus_n2,2,4,delivered_bytes_per_actionable_turn,3,"13100,13101,13102",145.80511264317968,126.05540747651098,174.88697780678854,complete,
n4_minus_n2,2,4,episode_wall_seconds,3,"13100,13101,13102",687.1072033676513,647.7143700789893,726.2598835289828,complete,
n4_minus_n2,2,4,mean_tick_wall_seconds,3,"13100,13101,13102",3.430053121322319,3.2225100765703245,3.6311073441957706,complete,
n6_minus_n2,2,6,paper_base_percent,3,"13100,13101,13102",2.76497732847929,0.9216595441102982,3.6866366863250732,complete,
n6_minus_n2,2,6,paper_coord_percent,3,"13100,13101,13102",1.0482183347145717,-3.144654259085655,6.28930889070034,complete,
n6_minus_n2,2,6,paper_total_percent,3,"13100,13101,13102",2.039007283747196,-0.7978720590472221,4.787233844399452,complete,
n6_minus_n2,2,6,episode_return,3,"13100,13101,13102",-2.3999999997516475,-7.533333333830039,7.766666666915018,complete,
n6_minus_n2,2,6,team_unique_base_achievements,3,"13100,13101,13102",4.666666666666667,2.0,8.0,complete,
n6_minus_n2,2,6,team_unique_coord_achievements,3,"13100,13101,13102",0.0,-1.0,2.0,complete,
n6_minus_n2,2,6,team_unique_total_achievements,3,"13100,13101,13102",4.666666666666667,1.0,10.0,complete,
n6_minus_n2,2,6,summed_agent_base_achievements,3,"13100,13101,13102",24.333333333333332,11.0,37.0,complete,
n6_minus_n2,2,6,summed_agent_coord_achievements,3,"13100,13101,13102",2.0,-2.0,10.0,complete,
n6_minus_n2,2,6,summed_agent_total_achievements,3,"13100,13101,13102",26.333333333333332,9.0,47.0,complete,
n6_minus_n2,2,6,coordination_attempts,3,"13100,13101,13102",29.333333333333332,-8.0,56.0,complete,
n6_minus_n2,2,6,coordination_resolved_attempts,3,"13100,13101,13102",30.333333333333332,-6.0,56.0,complete,
n6_minus_n2,2,6,coordination_successes,3,"13100,13101,13102",-0.6666666666666666,-1.0,0.0,complete,
n6_minus_n2,2,6,give_attempts,3,"13100,13101,13102",22.0,9.0,29.0,complete,
n6_minus_n2,2,6,successful_transfers,3,"13100,13101,13102",22.0,9.0,29.0,complete,
n6_minus_n2,2,6,requests,3,"13100,13101,13102",19.666666666666668,9.0,32.0,complete,
n6_minus_n2,2,6,revives,3,"13100,13101,13102",0.6666666666666666,0.0,2.0,complete,
n6_minus_n2,2,6,deaths,3,"13100,13101,13102",0.6666666666666666,0.0,1.0,complete,
n6_minus_n2,2,6,action_parse_rate,3,"13100,13101,13102",-0.008736451157675665,-0.013722410865874446,-0.003975485661424694,complete,
n6_minus_n2,2,6,action_parse_success,3,"13100,13101,13102",684.3333333333334,622.0,756.0,complete,
n6_minus_n2,2,6,action_parse_fail,3,"13100,13101,13102",13.333333333333334,6.0,22.0,complete,
n6_minus_n2,2,6,action_parse_skipped_inactive,3,"13100,13101,13102",102.33333333333333,22.0,166.0,complete,
n6_minus_n2,2,6,environment_steps_completed,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n2,2,6,agent_turns_submitted,3,"13100,13101,13102",800.0,800.0,800.0,complete,
n6_minus_n2,2,6,alive_agent_turns,3,"13100,13101,13102",795.3333333333334,789.0,800.0,complete,
n6_minus_n2,2,6,actionable_agent_turns,3,"13100,13101,13102",697.6666666666666,634.0,778.0,complete,
n6_minus_n2,2,6,alive_turn_fraction,3,"13100,13101,13102",-0.0038888888888888675,-0.009166666666666656,0.0,complete,
n6_minus_n2,2,6,actionable_turn_fraction,3,"13100,13101,13102",-0.05694444444444443,-0.09916666666666663,-0.018333333333333313,complete,
n6_minus_n2,2,6,requested_environment_steps,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n2,2,6,step_completion_fraction,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n2,2,6,intentional_actionable_noops,3,"13100,13101,13102",18.0,-3.0,50.0,complete,
n6_minus_n2,2,6,parse_fallback_noops,3,"13100,13101,13102",13.333333333333334,6.0,22.0,complete,
n6_minus_n2,2,6,active_action_validation_fallback_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n2,2,6,active_residual_effective_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n2,2,6,inactive_billed_turns,3,"13100,13101,13102",102.33333333333333,22.0,166.0,complete,
n6_minus_n2,2,6,inactive_effective_noops,3,"13100,13101,13102",102.33333333333333,22.0,166.0,complete,
n6_minus_n2,2,6,canonical_submitted_noops,3,"13100,13101,13102",133.66666666666666,51.0,175.0,complete,
n6_minus_n2,2,6,effective_environment_noops,3,"13100,13101,13102",133.66666666666666,51.0,175.0,complete,
n6_minus_n2,2,6,executed_noops,3,"13100,13101,13102",133.66666666666666,51.0,175.0,complete,
n6_minus_n2,2,6,input_tokens,3,"13100,13101,13102",5961214.0,5400111.0,7031170.0,complete,
n6_minus_n2,2,6,cached_input_tokens,3,"13100,13101,13102",1412096.0,1406720.0,1415680.0,complete,
n6_minus_n2,2,6,uncached_input_tokens,3,"13100,13101,13102",4549118.0,3984431.0,5617282.0,complete,
n6_minus_n2,2,6,input_cache_fraction,3,"13100,13101,13102",-0.04369422053887779,-0.04703144523391911,-0.040103247601578906,complete,
n6_minus_n2,2,6,output_tokens,3,"13100,13101,13102",572025.6666666666,466155.0,674082.0,complete,
n6_minus_n2,2,6,reasoning_tokens,3,"13100,13101,13102",468439.6666666667,370789.0,564131.0,complete,
n6_minus_n2,2,6,total_tokens,3,"13100,13101,13102",6533239.666666667,5866266.0,7607010.0,complete,
n6_minus_n2,2,6,model_call_count,3,"13100,13101,13102",800.0,800.0,800.0,complete,
n6_minus_n2,2,6,provider_request_count,3,"13100,13101,13102",800.0,800.0,800.0,complete,
n6_minus_n2,2,6,recovered_transport_retry_count,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n2,2,6,transport_error_count,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n2,2,6,summed_model_latency_seconds,3,"13100,13101,13102",5110.243170370522,4315.313802784367,5666.015345539199,complete,
n6_minus_n2,2,6,input_tokens_per_submitted_turn,3,"13100,13101,13102",1008.5694444444447,767.2575000000006,1355.2700000000004,complete,
n6_minus_n2,2,6,input_tokens_per_actionable_turn,3,"13100,13101,13102",1495.7388548277413,1475.2934643848293,1506.7548938879454,complete,
n6_minus_n2,2,6,total_tokens_per_submitted_turn,3,"13100,13101,13102",1123.0441666666668,948.0616666666665,1462.126666666667,complete,
n6_minus_n2,2,6,total_tokens_per_actionable_turn,3,"13100,13101,13102",1657.8855201571505,1598.4142164650057,1749.1858117483816,complete,
n6_minus_n2,2,6,delivered_bytes,3,"13100,13101,13102",401932.3333333333,298338.0,490345.0,complete,
n6_minus_n2,2,6,delivered_bytes_per_submitted_turn,3,"13100,13101,13102",302.1586111111111,224.06166666666664,368.9458333333334,complete,
n6_minus_n2,2,6,delivered_bytes_per_actionable_turn,3,"13100,13101,13102",337.55423674087774,276.27219755907737,416.1119218316374,complete,
n6_minus_n2,2,6,episode_wall_seconds,3,"13100,13101,13102",1552.4490648796782,1231.3519800360082,1797.0102133630426,complete,
n6_minus_n2,2,6,mean_tick_wall_seconds,3,"13100,13101,13102",7.748855224528428,6.156135858229536,8.946220974598255,complete,
n4_minus_n3,3,4,paper_base_percent,3,"13100,13101,13102",-3.993855540951093,-9.677419811487198,1.8433183431625366,complete,
n4_minus_n3,3,4,paper_coord_percent,3,"13100,13101,13102",5.0314463675022125,0.0,10.062892735004425,complete,
n4_minus_n3,3,4,paper_total_percent,3,"13100,13101,13102",-0.17730606098969778,-3.4574486315250397,5.319148674607277,complete,
n4_minus_n3,3,4,episode_return,3,"13100,13101,13102",-1.3027777733902137,-8.558333350966375,12.200000032782555,complete,
n4_minus_n3,3,4,team_unique_base_achievements,3,"13100,13101,13102",-1.3333333333333333,-5.0,2.0,complete,
n4_minus_n3,3,4,team_unique_coord_achievements,3,"13100,13101,13102",1.3333333333333333,0.0,2.0,complete,
n4_minus_n3,3,4,team_unique_total_achievements,3,"13100,13101,13102",0.0,-3.0,4.0,complete,
n4_minus_n3,3,4,summed_agent_base_achievements,3,"13100,13101,13102",1.3333333333333333,-3.0,10.0,complete,
n4_minus_n3,3,4,summed_agent_coord_achievements,3,"13100,13101,13102",4.666666666666667,2.0,6.0,complete,
n4_minus_n3,3,4,summed_agent_total_achievements,3,"13100,13101,13102",6.0,-1.0,16.0,complete,
n4_minus_n3,3,4,coordination_attempts,3,"13100,13101,13102",8.333333333333334,1.0,15.0,complete,
n4_minus_n3,3,4,coordination_resolved_attempts,3,"13100,13101,13102",8.333333333333334,2.0,15.0,complete,
n4_minus_n3,3,4,coordination_successes,3,"13100,13101,13102",2.0,2.0,2.0,complete,
n4_minus_n3,3,4,give_attempts,3,"13100,13101,13102",17.0,12.0,24.0,complete,
n4_minus_n3,3,4,successful_transfers,3,"13100,13101,13102",17.0,12.0,24.0,complete,
n4_minus_n3,3,4,requests,3,"13100,13101,13102",12.333333333333334,2.0,27.0,complete,
n4_minus_n3,3,4,revives,3,"13100,13101,13102",1.3333333333333333,0.0,4.0,complete,
n4_minus_n3,3,4,deaths,3,"13100,13101,13102",-1.0,-2.0,0.0,complete,
n4_minus_n3,3,4,action_parse_rate,3,"13100,13101,13102",-0.00514639236451971,-0.008529935377153519,-0.0021044752310014347,complete,
n4_minus_n3,3,4,action_parse_success,3,"13100,13101,13102",233.33333333333334,212.0,259.0,complete,
n4_minus_n3,3,4,action_parse_fail,3,"13100,13101,13102",6.333333333333333,5.0,9.0,complete,
n4_minus_n3,3,4,action_parse_skipped_inactive,3,"13100,13101,13102",-30.666666666666668,-64.0,-7.0,complete,
n4_minus_n3,3,4,environment_steps_completed,3,"13100,13101,13102",3.0,0.0,9.0,complete,
n4_minus_n3,3,4,agent_turns_submitted,3,"13100,13101,13102",209.0,200.0,227.0,complete,
n4_minus_n3,3,4,alive_agent_turns,3,"13100,13101,13102",215.33333333333334,200.0,243.0,complete,
n4_minus_n3,3,4,actionable_agent_turns,3,"13100,13101,13102",239.66666666666666,221.0,264.0,complete,
n4_minus_n3,3,4,alive_turn_fraction,3,"13100,13101,13102",0.013450407213496218,0.0,0.03535122164048865,complete,
n4_minus_n3,3,4,actionable_turn_fraction,3,"13100,13101,13102",0.0719066317626527,0.02905322862129145,0.14083333333333325,complete,
n4_minus_n3,3,4,requested_environment_steps,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n3,3,4,step_completion_fraction,3,"13100,13101,13102",0.015000000000000013,0.0,0.04500000000000004,complete,
n4_minus_n3,3,4,intentional_actionable_noops,3,"13100,13101,13102",10.666666666666666,1.0,22.0,complete,
n4_minus_n3,3,4,parse_fallback_noops,3,"13100,13101,13102",6.333333333333333,5.0,9.0,complete,
n4_minus_n3,3,4,active_action_validation_fallback_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n3,3,4,active_residual_effective_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n4_minus_n3,3,4,inactive_billed_turns,3,"13100,13101,13102",-30.666666666666668,-64.0,-7.0,complete,
n4_minus_n3,3,4,inactive_effective_noops,3,"13100,13101,13102",-30.666666666666668,-64.0,-7.0,complete,
n4_minus_n3,3,4,canonical_submitted_noops,3,"13100,13101,13102",-13.666666666666666,-50.0,20.0,complete,
n4_minus_n3,3,4,effective_environment_noops,3,"13100,13101,13102",-13.666666666666666,-50.0,20.0,complete,
n4_minus_n3,3,4,executed_noops,3,"13100,13101,13102",-13.666666666666666,-50.0,20.0,complete,
n4_minus_n3,3,4,input_tokens,3,"13100,13101,13102",1575813.6666666667,1480637.0,1728091.0,complete,
n4_minus_n3,3,4,cached_input_tokens,3,"13100,13101,13102",384682.6666666667,367360.0,408576.0,complete,
n4_minus_n3,3,4,uncached_input_tokens,3,"13100,13101,13102",1191131.0,1102525.0,1360731.0,complete,
n4_minus_n3,3,4,input_cache_fraction,3,"13100,13101,13102",-0.015041634516801442,-0.02301332854251742,-0.00856743287207995,complete,
n4_minus_n3,3,4,output_tokens,3,"13100,13101,13102",138583.33333333334,124681.0,148300.0,complete,
n4_minus_n3,3,4,reasoning_tokens,3,"13100,13101,13102",110640.33333333333,101260.0,116677.0,complete,
n4_minus_n3,3,4,total_tokens,3,"13100,13101,13102",1714397.0,1605318.0,1870860.0,complete,
n4_minus_n3,3,4,model_call_count,3,"13100,13101,13102",209.0,200.0,227.0,complete,
n4_minus_n3,3,4,provider_request_count,3,"13100,13101,13102",209.33333333333334,200.0,227.0,complete,
n4_minus_n3,3,4,recovered_transport_retry_count,3,"13100,13101,13102",0.3333333333333333,0.0,1.0,complete,
n4_minus_n3,3,4,transport_error_count,3,"13100,13101,13102",0.3333333333333333,0.0,1.0,complete,
n4_minus_n3,3,4,summed_model_latency_seconds,3,"13100,13101,13102",1415.853771322465,1269.090776468569,1680.0570187164703,complete,
n4_minus_n3,3,4,input_tokens_per_submitted_turn,3,"13100,13101,13102",411.36640706806276,291.70713787085515,625.5508333333328,complete,
n4_minus_n3,3,4,input_tokens_per_actionable_turn,3,"13100,13101,13102",-148.08179341517976,-575.956677260624,119.6032067767328,complete,
n4_minus_n3,3,4,total_tokens_per_submitted_turn,3,"13100,13101,13102",433.8515052356018,310.6882657068063,659.2404166666665,complete,
n4_minus_n3,3,4,total_tokens_per_actionable_turn,3,"13100,13101,13102",-179.95391050214252,-658.5103996662292,120.26222540685922,complete,
n4_minus_n3,3,4,delivered_bytes,3,"13100,13101,13102",81441.0,57475.0,110198.0,complete,
n4_minus_n3,3,4,delivered_bytes_per_submitted_turn,3,"13100,13101,13102",72.17908595113438,41.525416666666686,103.40434118673647,complete,
n4_minus_n3,3,4,delivered_bytes_per_actionable_turn,3,"13100,13101,13102",66.81085091951385,36.68697169771647,104.03857555114944,complete,
n4_minus_n3,3,4,episode_wall_seconds,3,"13100,13101,13102",359.2545168796399,199.18516232201364,508.658824428916,complete,
n4_minus_n3,3,4,mean_tick_wall_seconds,3,"13100,13101,13102",1.6675652080738892,0.9866532923254994,2.1662743061468053,complete,
n6_minus_n3,3,6,paper_base_percent,3,"13100,13101,13102",-4.454684878389041,-5.529953166842461,-3.6866359412670135,complete,
n6_minus_n3,3,6,paper_coord_percent,3,"13100,13101,13102",-1.0482178380091984,-1.8867917358875275,0.0,complete,
n6_minus_n3,3,6,paper_total_percent,3,"13100,13101,13102",-3.0141852175196013,-3.191489540040493,-2.9255330562591553,complete,
n6_minus_n3,3,6,episode_return,3,"13100,13101,13102",-9.794444439311823,-14.916666687776646,-5.33333333209157,complete,
n6_minus_n3,3,6,team_unique_base_achievements,3,"13100,13101,13102",-3.6666666666666665,-6.0,0.0,complete,
n6_minus_n3,3,6,team_unique_coord_achievements,3,"13100,13101,13102",-0.6666666666666666,-1.0,0.0,complete,
n6_minus_n3,3,6,team_unique_total_achievements,3,"13100,13101,13102",-4.333333333333333,-6.0,-1.0,complete,
n6_minus_n3,3,6,summed_agent_base_achievements,3,"13100,13101,13102",4.666666666666667,-6.0,18.0,complete,
n6_minus_n3,3,6,summed_agent_coord_achievements,3,"13100,13101,13102",1.3333333333333333,-2.0,6.0,complete,
n6_minus_n3,3,6,summed_agent_total_achievements,3,"13100,13101,13102",6.0,-6.0,24.0,complete,
n6_minus_n3,3,6,coordination_attempts,3,"13100,13101,13102",31.0,16.0,46.0,complete,
n6_minus_n3,3,6,coordination_resolved_attempts,3,"13100,13101,13102",31.333333333333332,17.0,46.0,complete,
n6_minus_n3,3,6,coordination_successes,3,"13100,13101,13102",1.3333333333333333,-1.0,5.0,complete,
n6_minus_n3,3,6,give_attempts,3,"13100,13101,13102",19.333333333333332,7.0,32.0,complete,
n6_minus_n3,3,6,successful_transfers,3,"13100,13101,13102",19.333333333333332,7.0,32.0,complete,
n6_minus_n3,3,6,requests,3,"13100,13101,13102",15.333333333333334,8.0,19.0,complete,
n6_minus_n3,3,6,revives,3,"13100,13101,13102",0.6666666666666666,0.0,2.0,complete,
n6_minus_n3,3,6,deaths,3,"13100,13101,13102",-0.6666666666666666,-3.0,1.0,complete,
n6_minus_n3,3,6,action_parse_rate,3,"13100,13101,13102",-0.004078382046510047,-0.008006551835037401,-0.0008363879170637523,complete,
n6_minus_n3,3,6,action_parse_success,3,"13100,13101,13102",557.3333333333334,422.0,705.0,complete,
n6_minus_n3,3,6,action_parse_fail,3,"13100,13101,13102",10.333333333333334,4.0,19.0,complete,
n6_minus_n3,3,6,action_parse_skipped_inactive,3,"13100,13101,13102",41.333333333333336,-124.0,170.0,complete,
n6_minus_n3,3,6,environment_steps_completed,3,"13100,13101,13102",3.0,0.0,9.0,complete,
n6_minus_n3,3,6,agent_turns_submitted,3,"13100,13101,13102",609.0,600.0,627.0,complete,
